Row	chr	starts	ends	strand	ecto	endo	meso	Var8
Otud1	2	19658062	19660590	1	-0.3149149	-0.58345336	-0.3354565	1126
Pnpla7	2	24976033	25054057	1	-0.87366295	-1.1313783	-0.893908	1158
Nelf	2	25054355	25062881	1	1.7371918	2.3926268	2.371345	1159
Rexo4	2	26964386	26953563	0	4.0429153	3.7066777	4.048436	1241
Slc2a6	2	27027998	27021363	0	-2.689118	-7.2697363	-2.7357652	1244
Ppp1r26	2	28446800	28455508	1	-0.21842386	-0.25259882	-0.35844168	1257
Nup188	2	30286397	30344266	1	3.4088557	3.5294545	3.5438848	1296
Mrrf	2	36136389	36190647	1	3.5023124	3.3531618	3.4988825	1386
Rc3h2	2	37422903	37370069	0	1.623205	1.3604077	1.6084714	1389
Stam2	2	52742281	52691664	0	2.0477462	2.266357	2.2563875	1431
Baz2b	2	60209839	59899363	0	0.2065707	1.3350996	1.3205545	1449
Scn2a1	2	65620857	65767447	1	-2.5091324	-2.5162842	-4.052095	1471
Fastkd1	2	69713516	69686815	0	1.9063443	0.40413016	1.8924631	1489
Gorasp2	2	70661576	70712636	1	4.307397	5.016749	5.0169415	1501
Slc25a12	2	71367749	71271063	0	0.13268203	-1.6526724	0.12465301	1507
Dfnb59	2	76648476	76658556	1	-3.7758667	-6.0345573	-3.7485135	1550
Zc3h15	2	83644435	83664622	1	6.246155	5.964933	6.2422533	1573
Fam171b	2	83812636	83883486	1	1.7504534	1.747137	0.07057565	1575
Mtch2	2	90847155	90866810	1	5.8173833	5.811281	5.7027054	1607
Celf1	2	90940382	91019497	1	5.310849	5.1048326	5.3131866	1611
Trim44	2	102407828	102300119	0	2.5047996	1.7103673	2.4938147	1662
Lmo2	2	103957986	103981878	1	1.6584817	2.8339603	2.8197126	1675
Ccdc73	2	104867805	105017904	1	0.9472345	0.81462973	0.9519356	1685
Eif3m	2	105017080	104999656	0	7.4245996	7.177556	7.423669	1686
Rcn1	2	105399319	105386291	0	4.8709464	5.4402494	5.4434175	1689
Kif18a	2	109280738	109341747	1	2.855282	2.863528	2.1395147	1699
Ino80	2	119477687	119373042	0	0.746059	0.72095907	0.36570078	1765
Mfap1a	2	121506665	121491911	0	2.4341097	2.4189146	2.4494076	1819
Usp8	2	126707328	126759297	1	4.0901585	4.4504113	4.4623575	1862
Mal	2	127656695	127633226	0	-5.3870325	-5.323795	-5.315285	1883
Ebf4	2	130295169	130370481	1	-3.7492163	-3.8069942	-8.994882	1912
Rnf24	2	131352892	131298064	0	-0.6343385	-0.2638198	-0.2558454	1938
5730494N06Rik	2	132247807	132239492	0	3.1103668	3.1971726	3.1999028	1946
Rrbp1	2	144011263	143947395	0	3.2518742	3.266922	3.0148191	1984
Csnk2a1	2	152226839	152281852	1	6.2751255	6.22761	6.284232	2052
Tbc1d20	2	152293828	152313996	1	2.3675838	2.2878942	2.363024	2053
Raly	2	154791096	154867261	1	6.6743603	6.2037396	6.6743693	2121
Edem2	2	155729475	155701677	0	2.3817914	3.0259323	3.0365903	2136
Gdap1l1	2	163438476	163455324	1	2.4611104	-1.4445298	2.4417894	2206
Ywhab	2	163994960	164018588	1	7.1594796	7.0286975	7.1606593	2217
Wfdc13	2	164685107	164687706	1	-2.9285169	-2.3677797	-2.35927	2250
Sall4	2	168767943	168748332	0	6.264335	6.271293	6.0900207	2309
Gm14306	2	176670522	176719085	1	0.30388984	-1.4462065	0.33303177	2353
9030418K01Rik	2	178414524	178424428	1	-1.0904759	-2.7654474	-1.0505956	2361
Zbtb46	2	181459426	181387762	0	-0.26540396	-0.8092855	-0.27184707	2405
Mrps28	3	8923918	8802146	0	6.9316573	6.919965	6.9342203	2429
Pde7a	3	19311322	19223108	0	2.224956	2.2344322	2.1213598	2461
Prkci	3	30995747	31052741	1	2.6237156	2.6441972	2.525472	2497
Acad9	3	36065979	36094944	1	2.9480286	3.2125213	3.222367	2522
Bbs7	3	36613477	36573142	0	1.730141	1.8982948	1.8792013	2527
Ankrd50	3	38484844	38449261	0	1.0065122	1.0306114	0.42286935	2538
Rab33b	3	51483966	51495905	1	0.7240168	0.72963226	0.24169563	2558
Ufm1	3	53863830	53855212	0	3.8554454	4.074133	4.063784	2569
Rap2b	3	61364507	61368703	1	3.5097594	2.6696079	3.5187144	2611
Dhx36	3	62507004	62470039	0	4.320127	3.8990026	4.3267813	2613
Kpna4	3	69127113	69067149	0	2.7741883	2.7930317	2.5805433	2646
B3galnt1	3	69598861	69574186	0	1.7032875	2.6553388	2.6521547	2648
Serpini1	3	75557547	75643495	1	-0.61930656	-1.6990271	-0.6410977	2658
Cd1d1	3	86999441	86995834	0	-0.32638684	-1.752085	-0.34051043	2702
Gon4l	3	88835231	88910103	1	1.9248381	1.5010082	1.9343657	2751
Ash1l	3	88965812	89079373	1	1.6679995	1.6756829	1.405456	2754
Clk2	3	89164795	89176921	1	1.731823	1.6107802	1.734998	2759
Ubap2l	3	90052475	89999589	0	5.47693	5.0905576	5.4693246	2791
Ints3	3	90433636	90391380	0	3.4785516	3.125922	3.4750545	2803
Rfx5	3	94954075	94961561	1	-0.48288703	-0.047865227	-0.05368222	2892
Psmd4	3	95042614	95032694	0	6.8876343	6.546913	6.8805814	2895
Gabpb2	3	95217916	95181766	0	2.0826201	2.0860295	1.979166	2902
Gdap2	3	100162381	100206981	1	2.2030725	2.2124326	2.0887647	2987
Ap4b1	3	103809520	103822025	1	2.4663465	2.483139	2.1925333	3019
6530418L21Rik	3	105704599	105720842	1	-1.8304482	-7.844026	-1.8644955	3037
Frrs1	3	116878227	116903750	1	3.925734	3.9212103	2.6608932	3132
Rwdd3	3	121171695	121155400	0	-1.4585625	-0.19727461	-0.21021007	3139
Ank2	3	126998452	126921607	0	1.077096	1.0673851	-0.001104896	3166
Alpk1	3	127780527	127670399	0	-4.659084	-8.332812	-4.689216	3170
Cisd2	3	135423925	135406412	0	5.12492	5.130959	5.0839105	3210
Adh5	3	138443093	138455499	1	6.753476	6.585778	6.747904	3230
Cth	3	157925077	157894248	0	4.780298	4.7680545	4.4292984	3310
Otud6b	4	14826587	14809498	0	5.333858	5.3398275	5.340001	3363
Ndufaf4	4	24898083	24905001	1	5.311853	5.341278	5.353043	3394
Rngtt	4	33310311	33502614	1	2.8484268	2.6760635	2.8417573	3415
Cnr1	4	33924593	33948831	1	-2.556548	-1.7651154	-1.7502217	3416
Nfx1	4	40970906	41025993	1	3.97546	3.6462915	3.969961	3442
Atp8b5	4	43267159	43373833	1	-4.397967	-3.669714	-3.6913238	3481
Rusc2	4	43381979	43427088	1	-4.6136303	-3.6134026	-3.5587964	3482
4930412F15Rik	4	43669145	43659622	0	1.9081504	1.8136983	1.8946345	3499
1300002K09Rik	4	45848664	45887008	1	-3.2641618	-5.107815	-3.2100086	3524
Tmod1	4	46038935	46116032	1	2.313027	1.7193245	2.3179219	3527
Anp32b	4	46450902	46472657	1	8.863183	8.228471	8.859664	3534
Rad23b	4	55350043	55392237	1	3.976982	3.9896126	3.821527	3576
1110054O05Rik	4	59801589	59769637	0	3.6961637	3.5124238	3.7024097	3603
Whrn	4	63495991	63414910	0	-2.0602558	-2.1004477	-3.1534925	3648
Dennd4c	4	86748555	86850603	1	-0.16450033	-1.2902967	-0.16469628	3687
Mier1	4	103114390	103165754	1	2.9815443	2.8646455	2.9727442	3762
Orc1	4	108579423	108614833	1	4.0394673	2.7381601	4.0328355	3809
St3gal3	4	118134914	117932154	0	0.5220521	0.5962911	0.5902356	3908
Kdm4a	4	118180043	118136957	0	0.9250428	0.9224638	0.56864065	3909
Ppih	4	119320546	119300010	0	5.6423244	5.5310736	5.649029	3928
Rlf	4	121215084	121145373	0	3.119547	2.5446315	3.1213524	3952
Bmp8b	4	123105165	123132099	1	1.8033829	0.85716	1.8167453	3958
Bmp8a	4	123343252	123312645	0	-1.4108382	-1.7465514	-1.437424	3965
Rragc	4	123917446	123936997	1	0.7750944	0.70765233	0.7631809	3972
Yars	4	129189760	129219607	1	4.211377	3.4056087	4.2026143	4036
Marcksl1	4	129513581	129515985	1	7.7792425	7.997353	7.9951987	4045
2610002D18Rik	4	134510999	134523927	1	4.778518	4.666003	4.7672124	4142
Hmgcl	4	135946448	135962617	1	4.135442	3.3996031	4.120769	4167
Rpl11	4	136053428	136028265	0	8.458996	8.521547	8.51905	4172
Pink1	4	138326307	138313409	0	1.3741868	2.0834672	2.0962534	4204
Mrto4	4	139352576	139347435	0	5.728676	5.204441	5.7282896	4225
Spen	4	141538597	141467890	0	0.5202229	0.008535139	0.5392574	4257
Ube4b	4	149426749	149328416	0	3.5220912	3.4884617	3.5130658	4339
Ssu72	4	155704800	155733879	1	6.155987	6.27825	6.27402	4420
Ankib1	5	3803109	3690000	0	0.82793033	0.093304396	0.83886576	4457
Mll3	5	25498783	25271798	0	-0.1756026	0.31263342	0.28396934	4549
Tyms	5	30073617	30058202	0	4.6075134	4.7225037	4.730315	4570
Fam53a	5	33629635	33600351	0	2.7823973	2.7104344	2.7623253	4628
Tada2b	5	36484285	36473670	0	0.41710114	-1.2487648	0.43496296	4667
Tbc1d14	5	36593276	36490604	0	2.2046545	1.8439656	2.1974165	4669
Utp3	5	88554483	88556083	1	6.3387785	6.0634236	6.3382635	4868
Slc4a4	5	88886818	89239653	1	0.33855292	1.3250843	1.3375056	4873
Ung	5	114130386	114139323	1	4.960064	4.5693555	4.969962	5067
Rasal1	5	120648812	120679597	1	-1.7590475	-1.7344906	-3.0154874	5138
Rhof	5	123132692	123103044	0	0.02174418	-0.8040819	0.04010072	5190
Pitpnm2	5	124249760	124118690	0	-1.6272293	-1.6664101	-1.8086549	5215
Snrnp35	5	124483134	124491124	1	2.8569367	2.4842675	2.8750596	5221
Rilpl1	5	124531391	124493082	0	1.7052836	0.45257157	1.7285465	5222
Mmp17	5	129584169	129608875	1	-1.1970999	-3.9856112	-1.1697468	5250
Gusb	5	130003049	129989011	0	3.5620008	2.9403899	3.5468323	5262
Eif4h	5	134639348	134619880	0	7.083844	6.9694214	7.089926	5284
Tmem120a	5	135744271	135735485	0	4.377511	3.8873334	4.3694787	5311
Pop7	5	137502518	137501438	0	5.110998	5.160282	5.1658077	5351
Mblac1	5	138194314	138195621	1	1.4173281	0.8783664	1.4360888	5384
Elfn1	5	139907943	139974711	1	-2.1464963	-2.1207335	-7.23462	5410
Fbxl18	5	142895421	142866946	0	1.8287591	1.8936054	1.8935149	5434
Zdhhc4	5	143329256	143316489	0	2.6072156	3.0472577	3.066232	5444
Usp42	5	143732280	143710325	0	2.1121545	2.0496192	2.1155612	5450
Pms2	5	143909964	143937309	1	2.4554787	2.4671295	2.2132673	5454
Cpsf4	5	145167213	145182041	1	4.1412516	3.5620148	4.145319	5473
Zfp655	5	145231723	145247302	1	3.046071	3.3645802	3.3504786	5477
Tmem168	6	13608100	13580687	0	1.3609397	1.5833639	1.5917001	5569
Fam3c	6	22356243	22306520	0	2.9989634	2.4606063	3.0051894	5593
Luc7l2	6	38551334	38609470	1	2.1252105	2.1662505	2.1480145	5693
Svs1	6	48986861	48991725	1	-3.8634706	-7.060761	-3.8205206	5784
2410003K15Rik	6	49073795	49086751	1	5.097888	5.10049	5.028699	5786
Vopp1	6	57825154	57727807	0	0.22635266	1.2603428	1.2863039	5868
Nap1l5	6	58907126	58905234	0	-1.8563802	-6.507388	-1.8814945	5882
Tacstd2	6	67535822	67534059	0	-0.330957	-0.32282406	-0.7101298	5910
Aup1	6	83054653	83057680	1	4.6854057	4.7332478	4.724811	5970
Mob1a	6	83326016	83343776	1	3.544959	3.7511425	3.7522583	5984
Pcbp1	6	86526171	86524499	0	7.2175884	7.117616	7.2244105	6030
Nr2c2	6	92091390	92173057	1	1.949226	1.9645933	1.3053339	6107
Trnt1	6	106769120	106782474	1	5.6119895	5.3673806	5.6102486	6141
Rpusd3	6	113419348	113415319	0	3.7455661	3.756229	2.8337777	6168
Rad52	6	119902698	119922828	1	1.946706	2.2959282	2.3059027	6235
Usp5	6	124829484	124815019	0	5.1872907	5.2004166	5.1916184	6309
Mlf2	6	124931388	124936138	1	7.4259887	7.4274483	7.3196216	6317
Ncapd2	6	125191595	125168009	0	5.128557	4.93337	5.130018	6328
Dusp16	6	134792625	134715473	0	-0.25412086	-0.23574431	-1.1539809	6441
Rerg	6	137170497	137054825	0	1.6702282	2.0592046	2.0436692	6468
Pyroxd1	6	142345654	142363257	1	2.557276	2.55974	2.3791451	6491
Recql	6	142387087	142350342	0	2.3726504	2.121022	2.3639274	6492
Casc1	6	145210970	145174834	0	-4.9208126	-4.916469	-6.630425	6507
Ccdc91	6	147475871	147632612	1	3.26934	3.2761908	2.8522613	6529
Ube2s	7	4812351	4808155	0	6.0989237	5.739709	6.0955176	6588
Kptn	7	16119895	16127516	1	2.3096302	2.2987149	1.8455085	6743
Strn4	7	16815889	16840931	1	2.0503998	1.6551902	2.0407157	6762
Prkd2	7	16842902	16870461	1	0.24082814	0.3491951	0.32502416	6763
Fbxo46	7	19119859	19138261	1	2.417857	2.3819818	2.4033194	6807
Rtn2	7	19282662	19296164	1	0.10708869	-1.7585907	0.10963844	6816
Pvr	7	19921160	19903578	0	-0.13133511	1.3274108	1.347049	6846
Zfp108	7	24257644	24261914	1	-0.52992207	-0.5245829	-0.8822011	6923
Rps19	7	24884371	24889806	1	7.843094	7.9427485	7.941431	6947
Hnrnpul1	7	25754730	25721498	0	2.9912055	2.8025248	2.9911368	6978
Psmc4	7	28050101	28041707	0	7.5850677	7.432054	7.5890207	7025
Ggn	7	29170220	29173933	1	-3.4571812	-2.8368871	-2.8202035	7068
Zfp74	7	29954089	29930815	0	1.2552793	1.6538676	1.6423779	7084
Zfp382	7	30121942	30134665	1	-0.5300156	0.69549334	0.71512234	7089
Polr2i	7	30231948	30233390	1	6.502349	6.3753624	6.502092	7094
Cox6b1	7	30626151	30616974	0	9.573096	9.785677	9.784877	7119
Plekhf1	7	38227994	38220654	0	1.8705595	2.408484	2.3885055	7193
Prr12	7	45052881	45027707	0	0.1690015	0.16246878	-0.085689515	7285
Sphk2	7	45718002	45709467	0	2.6171482	2.583194	2.6139183	7332
Fam83e	7	45721212	45729492	1	-1.1341196	-1.2894809	-1.0982448	7334
Cyfip1	7	55841745	55930700	1	4.178572	4.38579	4.3939586	7403
Tarsl2	7	65644898	65692091	1	0.26503912	0.35797423	0.362434	7429
Tm2d3	7	65691169	65701913	1	5.2673492	5.269395	4.8381577	7430
Chsy1	7	66109515	66173789	1	3.340321	3.689295	3.680268	7434
Idh2	7	80115392	80094846	0	5.441288	5.611568	5.619598	7486
Homer2	7	81706925	81600481	0	-0.89997524	-0.91355324	-1.7080501	7516
Fah	7	84606722	84585159	0	1.3206272	1.9149052	1.9386294	7536
Rsf1	7	97579896	97692782	1	2.353771	2.2939527	2.365703	7591
Omp	7	98145502	98143360	0	-5.0126176	-6.6863456	-5.078374	7598
Rnf169	7	99980458	99920254	0	0.7412057	0.63825804	0.76598203	7621
Rnf121	7	102065469	102019137	0	2.4976697	3.0244393	3.0221336	7659
Pgap2	7	102210208	102238567	1	3.6355302	3.6238647	3.2066574	7665
Eif3f	7	108934417	108942951	1	6.535541	6.6079593	6.6156516	7720
Eif4g2	7	111083030	111067985	0	6.569351	6.5435133	6.569213	7746
4933427G17Rik	7	120982509	121014787	1	-5.2608404	-6.5195312	-5.233487	7812
Tufm	7	126487355	126490730	1	6.3813725	5.9430614	6.3827596	7855
Ctf1	7	127712736	127718185	1	1.6928309	2.477533	2.483612	7915
Plekha1	7	130865756	130913312	1	3.145834	3.127887	2.4238753	7953
Zfp511	7	140036391	140040605	1	4.5765886	4.2685637	4.568503	8011
Deaf1	7	141327725	141297176	0	3.2244775	3.2111187	3.069914	8054
Star	8	25808474	25814723	1	-1.2217737	-0.06793369	-0.07547941	8311
Fut10	8	31187331	31261738	1	1.7128946	0.38089406	1.734584	8338
Ppp1r3b	8	35375741	35388124	1	-2.6635065	-1.047728	-1.0332689	8355
Cnot7	8	40515847	40492540	0	4.4984884	4.4434557	4.510382	8367
Fgl1	8	41215156	41191434	0	-1.8231899	-1.393495	-1.4158559	8377
Neil3	8	53639065	53586867	0	1.5213149	0.8711926	1.4965506	8421
2310045N01Rik	8	70139499	70167488	1	3.5654707	3.570574	3.5668614	8498
Mpv17l2	8	70760921	70758649	0	3.744964	3.3899398	3.750176	8527
Arrdc2	8	70839720	70835155	0	-1.1669122	-1.1625683	-3.5203807	8532
Unc13a	8	71671757	71624417	0	-1.7129878	-2.8072915	-1.6755646	8560
Zfp617	8	71908635	71934629	1	4.2585335	4.2582736	3.9662838	8567
Pkn1	8	83699179	83669762	0	-2.0630696	-2.034102	-2.1575575	8631
Phkb	8	85840959	86061376	1	2.3832211	1.7120005	2.3892238	8687
Siah1a	8	86746006	86723940	0	1.773375	2.372742	2.3939774	8690
Tmem188	8	88118769	88135110	1	4.6300473	4.310097	4.6182	8694
Slc38a7	8	95853539	95835920	0	1.6968775	2.0916939	2.1061997	8771
Cmtm3	8	104340594	104347672	1	0.3718669	1.3806566	1.4035074	8782
Ctcf	8	105636568	105682922	1	4.423181	4.088867	4.4166994	8824
Vps4a	8	107031222	107045755	1	3.1410015	3.6432908	3.6446621	8861
Gcsh	8	116993537	116981810	0	7.411754	7.607476	7.609047	8936
Taf1c	8	119605222	119597975	0	2.4082499	0.9756322	2.4093897	8954
Afg3l1	8	123477903	123503916	1	2.9234302	2.617876	2.9076846	9018
Alkbh8	9	3335478	3387050	1	3.263808	3.5152752	3.530066	9059
Aasdhppt	9	4309494	4294793	0	5.110687	5.1103277	5.099841	9062
Tmem123	9	7764041	7794333	1	3.2751248	3.36555	3.3474143	9082
Yap1	9	8004596	7931999	0	2.415386	2.3964036	2.2884715	9085
Mtmr2	9	13748410	13806481	1	4.0753784	4.2333865	4.2297707	9094
BC017612	9	15505487	15545260	1	4.6052732	4.5995145	4.405871	9114
Ccdc67	9	15627933	15559864	0	-1.7454349	-0.9331593	-0.9564749	9115
Dnmt1	9	20959888	20907206	0	3.8240032	4.017546	4.027659	9140
Vps26b	9	27030094	27004503	0	4.247882	4.0454783	4.259632	9208
Robo4	9	37401897	37414023	1	-3.04418	-0.99706227	-0.9593767	9256
Dscaml1	9	45430293	45753164	1	-7.9915957	-8.250286	-7.964242	9337
Rnf214	9	45906894	45863425	0	1.4924731	1.7968663	1.7959138	9340
Rbm7	9	48495330	48488709	0	5.2525473	5.340948	5.35216	9356
Acat1	9	53610382	53580522	0	0.40827027	1.7664598	1.746467	9396
Clk3	9	57765860	57750711	0	4.216669	4.4538417	4.448135	9457
Kif23	9	61946799	61917280	0	4.4944577	4.6518903	4.646876	9493
Rasl12	9	65398488	65414853	1	-1.400321	-1.3896515	-2.2221878	9533
Oaz2	9	65668001	65690300	1	4.904677	5.3566484	5.3628044	9541
Trip4	9	65908794	65828930	0	2.238034	2.2491474	2.1950734	9543
Polr2m	9	71485935	71478437	0	7.8478794	7.674368	7.845614	9581
Ooep	9	78378725	78376109	0	0.8236424	0.8088774	0.51595736	9634
Tfdp2	9	96196275	96323646	1	2.796065	2.7370522	2.798105	9707
Rnf7	9	96478675	96470941	0	7.305192	7.2641654	7.3111916	9709
Poc1a	9	106281061	106349891	1	4.8196254	4.806451	3.7710028	9781
Qrich1	9	108517087	108560167	1	4.997802	4.588284	4.992952	9854
Nme6	9	109832749	109843116	1	5.3219376	5.2424474	5.3193827	9890
AC159748.1	10	5550692	5336949	0	-1.8037368	-1.7626177	-2.596516	10047
Vta1	10	14705560	14654755	0	5.546987	5.5582294	5.3762536	10089
H60b	10	22158586	22288849	1	-3.284675	1.944921	1.9423507	10120
Raet1c	10	22173521	22374139	1	1.1638625	2.575334	2.5600283	10121
Tspyl4	10	34297421	34301308	1	0.80922437	0.8302626	0.48849455	10185
Amd2	10	35711891	35708691	0	1.342182	0.6681262	1.3550805	10188
Marcks	10	37138920	37133375	0	6.0645123	6.4134264	6.420503	10191
Cd164	10	41519500	41531042	1	6.7700796	6.7732477	6.72866	10223
Sec63	10	42761496	42832514	1	1.7998753	1.7874706	1.7764555	10233
Ybey	10	76469114	76459569	0	2.1060636	1.3226571	2.090488	10398
Slc19a1	10	77032241	77061002	1	3.048131	2.846775	3.0318203	10406
Trappc10	10	78244642	78186725	0	-0.17188212	-0.17796567	-0.16674004	10424
Cdc34	10	79682195	79688394	1	5.840753	5.568314	5.8418818	10446
ORF61	10	79984330	79974948	0	-0.03621216	-0.00491753	-0.020091303	10468
Ndufs7	10	80249121	80256794	1	6.5205274	6.4365077	6.5215306	10482
Dazap1	10	80261486	80288408	1	2.8024495	2.69226	2.809994	10484
Btbd2	10	80657071	80642617	0	2.8370957	3.089236	3.0941644	10503
Izumo4	10	80702693	80705382	1	-0.71212107	-0.13291727	-0.09980545	10506
AC167202.2	10	81718919	81721468	1	-0.41225454	-0.4000646	-0.84488624	10559
Tdg	10	82629828	82650799	1	5.177149	5.0876603	5.1727376	10563
Ccdc53	10	88201097	88246152	1	4.71227	4.678967	4.7073703	10601
Tmpo	10	91171582	91147571	0	4.193376	4.046849	4.1851664	10622
Cdk17	10	93160876	93241342	1	1.9792773	1.9669487	1.4059556	10625
Atp2b1	10	98915152	99026143	1	3.8909822	4.333158	4.3212686	10654
Xrcc6bp1	10	126901371	126868430	0	3.6560054	2.6431243	3.671983	10754
Avil	10	127000709	127020994	1	-7.092709	-7.3514	-7.0653563	10756
Tmem194	10	127666901	127701049	1	0.99905986	1.3823866	1.3711331	10788
Mip	10	128225838	128231812	1	0.39185074	0.39572158	0.36057612	10808
Tbrg4	11	6626067	6615598	0	4.3643847	3.5627313	4.3651934	10928
Ramp3	11	6658521	6677475	1	1.4069808	1.4135038	0.042016674	10930
Igfbp3	11	7213923	7206086	0	1.8650179	1.8557645	0.17210822	10933
Tns3	11	8664535	8431652	0	1.328848	1.3324811	0.53137314	10934
Fignl1	11	11808962	11787431	0	4.469065	4.59835	4.594311	10943
Pno1	11	17211568	17203198	0	6.5847745	6.3131204	6.578767	10955
Etaa1	11	17953875	17938756	0	3.2472951	3.1484194	3.2451272	10957
Ehbp1	11	22342292	22005828	0	1.0574967	0.8109337	1.084109	10973
Pus10	11	23665674	23732876	1	2.8957834	2.6945722	2.8803887	10984
Papolg	11	23895253	23862646	0	2.9910665	3.470164	3.4677699	10986
Nudcd2	11	40733667	40740046	1	6.5885854	6.4750376	6.5956903	11049
Ccnjl	11	43528784	43586997	1	1.9678625	0.9225755	1.9635068	11059
Ttc1	11	43748008	43729512	0	5.0155807	5.0074453	4.8257003	11062
A230051G13Rik	11	59163739	59155369	0	1.3465142	1.0907117	1.343186	11207
Stx8	11	67966193	68207148	1	1.5623091	1.4041637	1.5386457	11310
Myh10	11	68691559	68816632	1	3.6493027	2.9969366	3.633948	11316
Cyb5d1	11	69395631	69391925	0	3.5598917	3.9474585	3.9352472	11341
Wrap53	11	69580255	69561758	0	4.4366283	4.0719914	4.435415	11347
Eif5a	11	69921958	69916714	0	10.156464	9.788997	10.158215	11376
Pafah1b1	11	74724670	74673949	0	3.6110203	3.603889	3.3885796	11468
Mettl16	11	74770830	74828525	1	3.6695333	2.990932	3.6767614	11469
Blmh	11	76924809	76987379	1	5.8341007	5.6666613	5.837323	11511
Supt6h	11	78245987	78206746	0	2.9870682	2.9313958	2.9895208	11538
Pex12	11	83302586	83294642	0	2.1566796	2.1694355	2.1078324	11605
Med13	11	86357602	86267033	0	1.7621379	1.5905206	1.739301	11644
Mrps23	11	88204388	88211507	1	5.061787	5.0568852	4.92255	11675
Ube2z	11	96065388	96047432	0	2.4690986	2.169998	2.447766	11742
Nfe2l1	11	96829968	96817414	0	2.5231085	2.9495537	2.967555	11759
Socs7	11	97362551	97398542	1	-0.012397341	-0.8199402	-0.006814716	11776
Top2a	11	99024189	98992943	0	6.3727884	6.2697024	6.3710966	11824
Plekhh3	11	101171351	101162679	0	-3.7093568	-2.2754762	-2.2345448	11914
Becn1	11	101302286	101285952	0	3.609927	3.728306	3.732827	11923
Fam171a2	11	102447682	102436981	0	-1.7467145	-5.0757947	-1.7225851	11962
Plekhm1	11	103412664	103365088	0	0.6433725	0.66109526	0.45224828	11987
Cdc42ep4	11	113751881	113726850	0	2.6833668	3.8320193	3.825902	12072
Prpsap1	11	116494202	116470845	0	5.8472104	5.5550103	5.856058	12147
Dnahc17	11	118129219	118021723	0	-2.1352763	-1.9933643	-1.9486768	12174
Mrpl12	11	120484613	120489065	1	7.417956	6.8317513	7.4209085	12216
0610009D07Rik	12	4817608	4827658	1	7.3274446	7.321135	7.1408043	12281
Sdc1	12	8771323	8793715	1	4.37359	3.5457697	4.3850875	12294
Sox11	12	27342709	27340697	0	1.3467938	-1.0177933	1.3338388	12345
Mbip	12	56345894	56328306	0	4.15609	4.285713	4.289683	12444
Ppm1a	12	72761211	72794940	1	2.5980794	2.681731	2.6630435	12513
Zfyve26	12	79296282	79232347	0	-0.19235961	-0.20302032	-0.45560858	12562
Sipa1l1	12	82170016	82451782	1	2.3754385	2.372537	2.194345	12585
1110018G07Rik	12	84970900	84918148	0	1.3212332	1.5678381	1.5586395	12619
Zc3h14	12	98746968	98787774	1	3.9301486	4.047301	4.050717	12676
