Row	chr	starts	ends	strand	ecto	endo	meso	Var8
Tgfb2	1	186705992	186623186	0	0.6859037	2.7343657	-0.15081541	1003
Spata17	1	187215465	187044648	0	-1.6531794	2.203607	-1.1783671	1005
Irf6	1	193153112	193172042	1	-2.459578	1.004389	-8.09519	1041
Lamb3	1	193301957	193343878	1	-6.038967	1.2626748	-3.2567267	1045
Meig1	2	3422648	3409043	0	-3.883185	3.57237	-6.4407945	1057
Fam107b	2	3613758	3782142	1	1.2892565	4.226963	2.1470306	1062
Cubn	2	13491924	13276338	0	-5.951483	-0.72530705	-8.86273	1100
Armc3	2	19199302	19310241	1	-5.828825	2.307661	-3.4091547	1123
Enkur	2	21205365	21180731	0	-1.4057093	5.086468	-0.2778047	1129
Thnsl1	2	21205724	21215009	1	0.9202108	3.116868	-0.014600143	1130
A830007P12Rik	2	25196886	25192966	0	-0.017503519	2.338241	0.26413918	1163
Surf4	2	26933928	26920040	0	6.020169	6.8124228	6.1242657	1239
1700026L06Rik	2	28699727	28692080	0	-3.4921658	4.760896	-1.7099252	1265
Ak8	2	28700164	28813165	1	0.38623446	2.9337337	-0.1947937	1266
1700101E01Rik	2	29055064	28955373	0	-1.7847329	2.2980008	-3.3276954	1270
Cercam	2	29869164	29882840	1	1.1647615	3.4873455	0.19132523	1280
Wdr34	2	30048881	30031546	0	2.7854767	4.3557105	2.883745	1284
Ak1	2	32621758	32646805	1	1.6206137	3.216616	1.158562	1343
Ttc16	2	32775633	32757026	0	-2.7809951	0.5337811	-2.8885715	1348
1700019L03Rik	2	32784428	32777381	0	-1.7898561	1.3040783	-1.9819895	1351
Gsn	2	35279663	35307892	1	-0.027413405	3.2652254	0.19693299	1377
Ggta1	2	35463231	35400179	0	-0.101282656	2.2472405	0.20031105	1379
Morn5	2	36049458	36079718	1	-4.1050534	2.9641826	-2.007311	1383
Lypd6b	2	49787688	49948849	1	0.6310972	2.5811644	-7.096437	1419
Rbm43	2	51935163	51924448	0	1.3178407	3.0265627	0.5362421	1424
Ermn	2	58052864	58045113	0	-3.382624	1.9559993	-9.314629	1439
Dpp4	2	62412231	62330073	0	-3.5954018	2.5868316	-6.153012	1460
4930578N16Rik	2	69789575	69758033	0	0.81148267	3.4933612	-0.23783393	1491
4933404M02Rik	2	70508819	70540884	1	-2.3229752	3.5398557	-0.7623744	1499
Ttc30b	2	75938462	75935863	0	2.4106753	4.8702106	0.60158914	1542
Cyct	2	76360450	76353942	0	1.3340721	3.9927058	-0.2808459	1546
Serping1	2	84775444	84765387	0	-0.13586317	1.9292591	-0.3529939	1587
Prg2	2	84980461	84983632	1	-6.810011	-0.656171	-7.1976953	1594
Chrm4	2	91922189	91929829	1	-7.3818297	-0.20311506	-5.447586	1631
Creb3l1	2	92024502	91982328	0	-2.0263746	1.5774314	-0.8104806	1634
Trp53i11	2	93187548	93201759	1	3.0247686	5.4307	3.9496539	1644
Cd82	2	93463140	93419111	0	-2.1784227	3.2633264	-0.03941221	1646
Cd59a	2	104095801	104115354	1	0.41013673	4.382695	0.061711837	1678
Fsip1	2	118256966	118204888	0	-1.208338	2.5974572	-0.5614236	1735
Ppp1r14d	2	119229906	119218119	0	-1.511986	0.946111	-7.221599	1759
Shf	2	122369162	122348892	0	-2.6583211	0.5203937	-2.376154	1836
Ctxn2	2	125136692	125147839	1	-7.104829	0.5478167	-7.4925137	1845
Hdc	2	126619299	126593667	0	-5.501113	1.0893714	-10.128263	1860
Nphp1	2	127788897	127740732	0	2.20725	4.6103654	2.4364035	1885
Il1a	2	129309972	129299610	0	-2.8497136	0.46681023	-5.959864	1901
Tgm3	2	130012349	130050399	1	-2.4690204	2.2333639	-2.1886861	1906
Spef1	2	131187282	131170261	0	-3.0489147	4.073217	-2.0036395	1932
Prnp	2	131909928	131938429	1	1.1347816	4.0295477	1.2291962	1942
Bmp2	2	133552159	133562885	1	-5.7428355	3.1458907	1.1042976	1957
Ankrd5	2	136501910	136562091	1	-3.8037775	0.9658538	-3.2149208	1964
Flrt3	2	140671469	140650914	0	2.98852	6.166638	3.797757	1977
Banf2	2	144033059	144073979	1	-6.2565513	0.12861411	-6.644236	1985
Ovol2	2	144332146	144305175	0	1.1110092	3.0615358	-3.0945606	1988
4930529M08Rik	2	145934784	146215039	1	-3.1201224	-0.13071314	-3.7074788	2000
Foxa2	2	148046969	148042877	0	-0.7741685	6.4263105	-3.0219953	2008
Cst13	2	148820081	148830410	1	-6.712073	0.64612544	-7.0997577	2019
Cst3	2	148875692	148871722	0	6.70275	8.447203	7.358172	2021
Mylk2	2	152911352	152923068	1	-8.626193	-0.48811996	-9.013877	2077
Ttll9	2	152962485	153008482	1	0.12572418	2.2087321	-1.2094927	2080
Map1lc3a	2	155276297	155278073	1	3.8769825	5.1510344	3.987775	2127
Myl9	2	156775420	156781658	1	3.0302756	4.685186	2.9665356	2158
Lbp	2	158306493	158332852	1	-3.484868	0.44778547	-2.2242637	2180
Eya2	2	165595032	165771727	1	-2.5258482	1.1171716	-1.997364	2280
Atp9a	2	168742409	168634438	0	-0.5800062	2.9848418	-0.9920917	2308
Bmp7	2	172940321	172868012	0	-1.4279693	4.7761073	3.0549848	2327
Spo11	2	172977700	172993576	1	-5.7142825	1.6708832	-2.2606647	2328
Npepl1	2	174110349	174123070	1	2.138732	3.7805705	1.5551605	2339
Slc17a9	2	180725263	180742280	1	-0.98372746	1.6751198	-4.51931	2385
Hey1	3	8667039	8663362	0	-0.4599983	3.1452084	0.7570771	2428
Car2	3	14886426	14900769	1	5.230676	7.8912783	5.464498	2451
Agtr1b	3	20367177	20314473	0	-3.2604206	2.2767482	-6.4029927	2471
Pld1	3	27938695	28133362	1	-5.148734	0.14751704	-4.224474	2481
Lrrc34	3	30647869	30624267	0	-1.3243406	3.6090357	-0.2598176	2490
Lrriq4	3	30644507	30672431	1	-5.3786993	-0.28571433	-4.242821	2491
Cldn11	3	31149946	31164324	1	-1.606	1.9112692	-1.6136531	2499
Kcnmb2	3	31902507	32200180	1	-0.75732636	2.8786013	-1.3913218	2501
Ccdc39	3	33844310	33812362	0	0.36976227	3.4131367	0.41216072	2514
Qrfpr	3	36222275	36179424	0	-2.8105507	1.0205132	-8.559691	2523
Anxa5	3	36475843	36448925	0	1.8301195	5.6738043	3.9956145	2524
Cetn4	3	37312708	37307749	0	-4.9244814	0.7035406	-1.8943133	2532
Intu	3	40531286	40704774	1	0.25993532	2.8882608	0.09848353	2540
Serp1	3	58525873	58521969	0	6.7541475	7.430772	6.737192	2593
Mlf1	3	67374097	67400003	1	2.4690943	6.7782497	2.6751504	2635
Zbbx	3	75165034	75037907	0	-3.2288046	3.118886	-6.0945363	2655
Glrb	3	80913660	80843599	0	-2.7446468	0.08412535	-3.231867	2669
Fgb	3	83049803	83042247	0	-7.782199	-0.29394016	-8.169884	2682
Tlr2	3	83841767	83836273	0	-8.65619	-0.8559865	-9.043874	2685
Apoa1bp	3	88058495	88056523	0	5.8637924	6.822716	6.0530977	2725
Riiad1	3	94473591	94464985	0	1.6590446	6.7491927	1.7192216	2883
Tuft1	3	94658872	94612757	0	-1.3534718	2.2958183	0.04785646	2886
Lysmd1	3	95134088	95139518	1	0.40501988	2.6164787	0.17461625	2899
Txnip	3	96557957	96561883	1	2.2396011	4.1577883	0.9559616	2946
Cd2	3	101287939	101275899	0	-4.712902	0.19163775	-2.5770245	2995
Casq2	3	102086415	102146514	1	-8.517056	-0.60137683	-7.167776	3001
Tshb	3	102782714	102777398	0	-2.5799172	0.55547017	-6.820044	3005
Slc16a1	3	104638668	104658462	1	5.2295165	8.498312	5.852606	3026
Mov10	3	104818563	104794836	0	0.47227037	2.893226	-0.6408461	3030
1700027A23Rik	3	106014646	105996957	0	1.5834118	7.5101204	0.23420142	3043
Chia	3	106113229	106132120	1	-5.256299	-0.71913016	-8.380948	3045
Larp7	3	127553348	127536954	0	7.196046	8.380082	6.8644104	3167
Cfi	3	129836739	129875328	1	-3.5723884	0.18599436	-8.504394	3180
Casp6	3	129901425	129914103	1	3.7813034	5.1800165	3.8289049	3182
Sgms2	3	131344940	131318985	0	-2.9279244	0.47879702	-4.2698054	3192
Slc39a8	3	135825279	135888572	1	-0.26988274	4.104191	1.5261041	3214
Mttp	3	138143388	138089855	0	-1.2528646	1.9123505	-0.30959177	3223
AI747448	3	144932529	144910921	0	-3.6891499	-0.36001837	-6.884189	3254
Odf2l	3	145118589	145153915	1	2.62129	4.4202876	2.36521	3258
Cyr61	3	145649985	145646971	0	1.1086155	4.3836474	2.5793843	3261
Wdr63	3	146108130	146040526	0	-7.05529	1.985227	-5.0279374	3265
Lpar3	3	146220961	146286214	1	-3.3245568	3.457499	0.42799246	3268
Gipc2	3	152166230	152093533	0	-2.6884673	1.2511957	-3.9327874	3284
Tmem67	4	12090020	12039355	0	-0.30955863	2.2065349	0.24010637	3355
Ripk2	4	16163647	16122733	0	2.029037	4.1775503	2.074505	3371
Klhl32	4	24851124	24612554	0	-1.6766899	2.1038175	-1.2831033	3393
1700003M02Rik	4	34730206	34688559	0	-2.418296	4.897382	-0.52057815	3422
Chmp5	4	40948407	40965303	1	6.3449793	7.1763344	6.54787	3441
Dnaic1	4	41569775	41638158	1	-2.1037061	2.3131683	-7.7767925	3453
Arid3c	4	41731142	41723836	0	-1.5485399	1.7622783	-1.6341954	3459
Spag8	4	43653594	43651335	0	-1.7879251	4.6934557	-3.278703	3497
Tmem8b	4	43668971	43692668	1	-3.1767998	-0.07508821	-5.073498	3500
Shb	4	45532470	45423278	0	-0.40573144	1.9830652	-0.82347286	3521
E230008N13Rik	4	45890303	45950774	1	-5.9948707	0.72371864	-9.856486	3525
Lpar1	4	58553898	58435255	0	1.7006185	4.3549123	2.4671254	3594
Ptgr1	4	58987119	58965439	0	1.892112	3.9284089	2.109386	3596
Slc31a2	4	62262562	62298411	1	0.84476376	3.695231	1.6371694	3628
Ambp	4	63154799	63143275	0	-7.5596604	-0.5718305	-6.795342	3641
Kif12	4	63172131	63165634	0	-8.828401	0.07800206	-9.2160845	3642
Orm3	4	63356162	63359511	1	-6.693529	-0.47828862	-7.0812135	3645
Cer1	4	82885148	82881751	0	1.0602459	9.620755	5.483802	3673
Frem1	4	83052339	82897920	0	-1.460684	1.5033545	-1.102941	3674
Ift74	4	94614491	94693229	1	4.599972	6.323609	4.851959	3718
Ube2u	4	100478849	100550147	1	-2.106838	2.696716	-4.1134324	3749
Tctex1d1	4	102986379	103005594	1	-2.3763068	5.2589297	1.4890752	3759
Wdr78	4	103114555	103038065	0	-2.5534463	1.3217188	-1.1812646	3761
Dmrtb1	4	107684230	107676290	0	-8.123652	0.014421006	-3.5013518	3794
Txndc12	4	108834601	108862127	1	4.1212654	5.3621087	4.2634616	3813
Spata6	4	111719984	111829184	1	1.0414507	3.668203	1.9080576	3828
Slc5a9	4	111902918	111875375	0	-9.4390545	1.281336	-9.826739	3829
Pdzk1ip1	4	115088708	115093899	1	-2.573316	2.1985583	-1.7046608	3847
4930544O15Rik	4	115781018	115779834	0	-6.7466636	0.13154253	-3.3973818	3857
Dmbx1	4	115939926	115914544	0	-5.276101	-0.41931427	-6.5262814	3862
Tspan1	4	116167601	116161869	0	-8.132696	1.351203	-7.520381	3870
Tmem53	4	117251951	117268582	1	-1.712231	1.3201454	-2.1703048	3896
Ccdc24	4	117872557	117866524	0	-3.407597	-0.21804324	-3.634817	3902
Dnali1	4	125065703	125055338	0	-3.1985147	3.1518855	-3.3060913	3985
Oscp1	4	126058565	126092195	1	0.09020273	3.403094	0.41704923	3992
1700029G01Rik	4	126163491	126150602	0	-4.0330725	0.39006108	-7.157722	3996
Tekt2	4	126325688	126322121	0	-0.7097021	4.9142504	-4.767238	4002
Tinagl1	4	130175122	130164454	0	-9.188655	0.82964027	-3.5914462	4064
Fam76a	4	132922558	132899213	0	1.6673558	4.0353312	2.4676557	4099
Sytl1	4	133263113	133253090	0	-0.17380165	2.0339108	-3.3475459	4106
Nipal3	4	135495038	135445420	0	-2.2896485	0.61724687	-3.4672472	4157
4930555I21Rik	4	135494790	135537803	1	-8.675689	-0.97932166	-8.911369	4158
Ldlrad2	4	137574569	137572083	0	-4.107073	0.69313025	-2.172829	4194
Vwa5b1	4	138635884	138565360	0	-5.7899213	2.237515	-0.024277432	4209
Ubxn10	4	138737167	138709837	0	-2.196394	3.8471735	-2.7767234	4210
Pla2g5	4	138863482	138799244	0	-6.1191287	-0.75332874	-6.0213866	4214
Igsf21	4	140246784	140026846	0	0.42867208	3.3016167	0.40105882	4233
Epha2	4	141301240	141329384	1	2.0044637	4.4380054	1.8044685	4251
Fhad1	4	142015082	141890438	0	-7.5314593	1.6916494	-9.919144	4270
Dhrs3	4	144892827	144928209	1	-2.9388463	2.600829	-1.992112	4288
Cort	4	149126763	149125034	0	-4.3502135	1.0587989	-4.41597	4335
Morn1	4	155086577	155145505	1	-1.0873792	1.8096088	-1.3189443	4406
Tmem52	4	155469114	155470858	1	-7.2753778	-0.6007055	-7.663062	4412
Ttll10	4	156059344	156034840	0	-5.4593496	1.28196	-9.320965	4442
A330021E22Rik	5	5664239	5579278	0	-2.2012224	3.0278237	-1.1675775	4468
Ccdc146	5	21424677	21292961	0	-5.4543357	2.5448856	-6.426982	4508
Fbxl13	5	21645605	21483847	0	-6.717865	-0.06966546	-5.1986594	4511
Cnpy1	5	28245792	28200819	0	-1.1440097	2.510708	-2.5637045	4560
Shh	5	28467101	28456815	0	-5.171739	1.8881549	-7.144386	4562
Rnf32	5	29195992	29225524	1	-2.322241	4.3836865	0.23720251	4563
Ccdc164	5	30281388	30366708	1	-0.5962944	4.1766944	-5.1539035	4576
Mapre3	5	30814641	30866106	1	-1.1501064	1.6009184	-1.4398155	4583
Cgref1	5	30945480	30933146	0	0.120702684	2.5223563	-3.5400004	4589
Gckr	5	31297581	31327300	1	-4.7516913	1.6859418	-4.724338	4607
Ppp1cb	5	32458974	32517433	1	5.24516	7.0323253	5.6208777	4616
Tnip2	5	34513997	34496087	0	-8.590557	-0.33092195	-4.2412753	4643
Lrpap1	5	35105766	35091490	0	4.6255913	6.1452193	4.564036	4654
Htra3	5	35679782	35652041	0	-3.0036054	0.78159535	-9.401274	4660
Ccdc96	5	36484588	36488171	1	-2.0403109	2.800534	-1.9623317	4668
Fgfbp1	5	43981762	43978865	0	0.38021675	5.0984263	-1.0810487	4703
Slc34a2	5	53038082	53071664	1	-9.390088	-0.18995374	-9.777772	4726
Arap2	5	62766198	62602445	0	-3.4516895	0.40740743	-3.6694486	4735
Chrna9	5	65934921	65977326	1	-4.4191155	4.2986875	-4.5019455	4758
Rbm47	5	66173117	66016549	0	0.012919446	4.0161095	0.8108356	4759
Nsun7	5	66259912	66298016	1	-3.978474	-0.70800394	-5.0232706	4760
Atp8a1	5	67847432	67618140	0	-1.1531059	1.5234199	-0.9269726	4769
Kctd8	5	69341709	69109285	0	-2.339943	0.59289795	-2.0340543	4771
Corin	5	72504473	72300025	0	-6.5385904	-0.27521315	-9.8856325	4781
Spata18	5	73651380	73679484	1	-7.913707	0.541848	-8.453395	4797
Afp	5	90490714	90508907	1	-8.125729	2.3215337	-8.513412	4880
Areg	5	91139615	91148432	1	-5.589855	-0.6090797	-5.240574	4893
Parm1	5	91517615	91626894	1	-2.0844772	3.2061532	-1.2713993	4895
Cdkl2	5	92043042	92006074	0	-1.6180303	2.3950214	-2.3369205	4897
Fgf5	5	98254184	98277030	1	3.4962525	6.036997	1.4509664	4927
Mapk10	5	103211334	102907948	0	-2.572684	1.2528301	-9.195585	4948
Aff1	5	103692374	103855322	1	1.082689	3.098953	0.29542255	4951
Sparcl1	5	104114088	104079111	0	-8.703758	1.8304019	-1.7795677	4956
Iqcd	5	120589016	120607114	1	0.22463514	2.7331564	-1.6194276	5134
Oas1d	5	120914536	120921652	1	-1.5882051	2.6270354	-8.467743	5148
Tctn1	5	122264460	122241287	0	0.15375952	2.7541447	-0.73808813	5171
1500011H22Rik	5	122372364	122364580	0	3.4989402	4.910864	3.6619925	5175
Ift81	5	122614518	122550204	0	2.4316635	4.683954	2.768683	5180
Morn3	5	123047016	123035769	0	-7.3491473	1.8570477	-5.15187	5188
Lrrc43	5	123489325	123508205	1	-4.0389013	2.948225	-1.7788874	5198
B3gnt4	5	123510460	123511882	1	0.31954548	2.8078976	0.71395624	5200
Fam101a	5	125003447	125012547	1	-0.040261284	2.8426864	-1.135553	5231
Stx2	5	129008574	128984557	0	-0.43957445	2.57744	0.018570354	5246
Zp3	5	135980099	135988624	1	-7.468802	-0.83852375	-7.856486	5318
Orai2	5	136170656	136147464	0	-4.608417	0.62755495	-4.4891415	5326
Rabl5	5	136908150	136913244	1	3.52413	5.9524317	4.464074	5332
Pilrb1	5	137858049	137852147	0	-7.093558	0.3696101	-5.744277	5369
Pilrb2	5	137871758	137865829	0	-7.7665825	1.3116055	-8.306271	5370
Cyp3a13	5	137921619	137892932	0	-8.628635	-0.52262366	-9.01632	5371
Fam20c	5	138754514	138810077	1	-3.3473978	0.6669301	-3.651018	5392
Gpr30	5	139423151	139427800	1	-3.0861843	2.3719127	-6.3218656	5402
Tmem184a	5	139819917	139802485	0	-1.7813224	0.79128003	-7.3784604	5408
Rsph10b2	5	143933035	143985719	1	-2.3757944	1.9098355	-3.4098418	5455
Nptx2	5	144545887	144557478	1	2.0374472	3.5957692	1.0778877	5463
Smurf1	5	144965847	144876495	0	-2.0767121	0.8617189	-1.8349593	5466
Rxfp2	5	150018675	150082184	1	-3.603371	-0.07446983	-7.2134476	5519
Tfpi2	6	3968375	3962594	0	-7.67852	1.141582	-2.0315588	5534
Gng11	6	4003943	4008445	1	0.6112888	4.5392475	1.5772414	5536
Pdk4	6	5496309	5483351	0	-8.876871	0.084324084	-3.5275896	5547
Shfm1	6	6578652	6558283	0	9.370941	9.956001	9.652989	5550
Tmem106b	6	13069759	13089269	1	1.3985494	3.3993034	1.0284473	5567
Tfec	6	16898441	16833381	0	-7.8960557	-0.075952835	-8.28374	5575
Iqub	6	24515067	24444865	0	-3.196315	4.637678	-4.0396786	5602
Tspan33	6	29694222	29718559	1	-0.9020923	1.4024844	-3.8198128	5637
Slc13a4	6	35308131	35267957	0	-0.0284646	3.2621646	0.17330094	5676
Ttc26	6	38381469	38427647	1	1.7437792	4.47697	2.0228393	5690
Tas2r108	6	40493592	40494485	1	-6.9033356	-0.14377452	-7.29102	5713
Prss1	6	41458932	41463786	1	-6.75205	2.2445507	-2.528299	5724
Nobox	6	43309562	43303674	0	-3.5918167	-0.25294495	-8.379432	5751
Tpk1	6	43666278	43345001	0	-0.8925932	2.3878932	0.30980992	5752
Tmem176b	6	48841374	48833811	0	2.1395571	3.64931	1.5577114	5780
Tmem176a	6	48841483	48845364	1	2.57944	4.919764	1.4043987	5781
Npy	6	49822710	49829507	1	-6.243863	1.3864154	-6.631547	5792
Snx10	6	51523901	51590679	1	4.052211	5.1730485	2.6500568	5801
Creb5	6	53573384	53696007	1	-5.346183	-0.71590465	-7.3188295	5818
Scrn1	6	54566489	54505890	0	-5.586068	-0.6052931	-10.518073	5824
Aqp1	6	55336432	55348555	1	-8.4584055	-0.38518357	-5.694086	5835
Fam13a	6	59024549	58932090	0	-3.4872725	1.8649893	-1.3440342	5883
Cd8a	6	71373427	71379171	1	-8.711152	-0.08087353	-5.7769074	5920
Dqx1	6	83057844	83067210	1	2.4222245	4.114355	2.1788626	5971
Stambp	6	83572504	83543206	0	0.8758335	3.182481	1.1391256	5989
Noto	6	85423886	85429602	1	-0.033424843	7.7369194	-2.9044313	6006
Anxa4	6	86793584	86736840	0	0.63776106	3.2540011	-0.06467288	6035
Hdac11	6	91156665	91174692	1	-1.0501145	1.6569792	-1.3026392	6096
Wnt7a	6	91411363	91363981	0	-2.6957355	3.012336	-9.118066	6098
Trh	6	92244650	92242061	0	6.794967	8.684516	0.24729432	6110
Fam19a4	6	97060411	96831209	0	-2.231282	1.6442091	-5.426321	6119
Frmd4b	6	97617541	97286867	0	-1.2667524	1.3058816	-1.1758125	6125
Syn2	6	115134902	115282626	1	-9.562218	-0.898517	-9.797899	6191
Tmem40	6	115762466	115729131	0	-7.047864	-0.592309	-3.911986	6198
BC060267	6	115838412	115810729	0	-0.6186791	2.7465613	-3.7137225	6201
Ret	6	118197744	118151748	0	-3.9816074	2.0021956	-0.13635702	6222
Ninj2	6	120093350	120200339	1	-0.37616315	4.240369	1.3128451	6237
Slc2a3	6	122801640	122727809	0	5.51185	7.3558464	4.5854955	6270
Grcc10	6	124741374	124739183	0	5.0078373	6.7406054	5.518383	6303
Atn1	6	124756524	124739189	0	3.5014863	5.114995	4.0045824	6304
Lrrc23	6	124779727	124769863	0	-2.247658	4.265041	-8.246778	6306
Lpar5	6	125067920	125082472	1	-1.784383	1.3322935	-5.3150253	6323
Cd9	6	125494791	125460266	0	4.035044	5.171425	2.7672827	6338
Clec1b	6	129397297	129409335	1	-9.416335	-0.28621066	-4.3300877	6379
Bcl2l14	6	134396318	134438736	1	-2.0757797	1.0596075	-2.6473281	6437
Cdkn1b	6	134920401	134925513	1	1.866298	3.7786005	2.1485474	6444
Gprc5a	6	135065651	135084709	1	-3.8017237	3.0164013	-2.1305144	6447
Emp1	6	135362931	135383173	1	-3.3499768	2.1407676	-5.207146	6453
Plbd1	6	136661928	136612070	0	-0.5283334	2.3233998	0.057509903	6457
Iapp	6	142298423	142303961	1	-7.026983	0.38465533	-7.4146667	6490
St8sia1	6	142964452	142821545	0	-8.525732	-0.5396619	-5.1764503	6501
4833442J19Rik	6	149139849	149151171	1	3.047007	4.482881	2.435672	6537
Tmc4	7	3677524	3665790	0	1.2616152	2.973514	1.133727	6553
Cdc42ep5	7	4164860	4151260	0	3.3648357	4.741253	2.4621916	6564
Tnni3	7	4524229	4518305	0	-2.1321704	0.5370474	-3.9258468	6572
6030429G01Rik	7	4532453	4522933	0	0.13352983	3.5669503	-1.0359744	6573
Syt5	7	4546567	4539768	0	1.0100552	3.0687487	-5.1055493	6574
Tmem190	7	4782940	4784341	1	-1.894031	2.7957482	0.17079704	6585
Sbk2	7	4964348	4957081	0	-2.9308286	1.5272685	-3.318513	6595
Usp29	7	6961160	6963769	1	-4.1271105	-0.23379797	-8.836723	6633
Mzf1	7	13054764	13042303	0	-2.7883663	1.062952	-6.106788	6710
Psg25	7	18532227	18519704	0	-8.680876	-0.84114444	-9.068561	6786
Pglyrp1	7	18884690	18890438	1	0.6070719	2.4682908	-1.2869651	6795
Foxa3	7	19023538	19013282	0	-0.0160351	2.508971	-2.97098	6801
Eml2	7	19176421	19206482	1	1.180637	3.4236565	0.11875449	6811
Apoc1	7	19692658	19689484	0	3.1133032	4.357113	1.8057892	6837
Apoe	7	19699166	19696109	0	6.350553	8.508168	6.8851237	6838
Pvrl2	7	19749573	19716644	0	4.8974133	6.0950546	4.787382	6840
2210010C17Rik	7	19950743	19937305	0	-1.3273889	2.6088755	-1.5363674	6847
Vmn1r113	7	20787285	20788208	1	-6.950954	0.29403424	-7.338638	6861
Rabac1	7	24972728	24969750	0	5.5364575	6.341017	5.410136	6950
Gm7092	7	25615892	25614621	0	-3.7769244	0.7888135	-2.8426807	6969
Fcgbp	7	28071236	28120862	1	-5.550003	-0.9874121	-10.844579	7026
Kcnk6	7	29232522	29221928	0	-5.244294	0.31490073	-4.474437	7071
Rhpn2	7	35334175	35392285	1	1.3430161	3.1968	0.049659137	7178
Zfp819	7	43607169	43618285	1	-0.46696582	2.321108	-1.2105256	7221
Josd2	7	44467980	44471652	1	2.3847542	4.1457596	2.5056815	7257
Kdelr1	7	45872772	45883731	1	3.809653	5.1657495	4.129648	7342
